iter,fitness,moved_station,old_cell,new_cell,layout,allowed_count
258,0.4203286607050679,10,6760,6620,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3579  962 3587
 1406 6980  387  803 2691 3713 3010  912 4573 2212 5978 2588 3238  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  621 3353]",973
259,0.4194520487025415,11,3579,3437,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1406 6980  387  803 2691 3713 3010  912 4573 2212 5978 2588 3238  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  621 3353]",956
260,0.4178443387578282,38,621,552,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1406 6980  387  803 2691 3713 3010  912 4573 2212 5978 2588 3238  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",993
261,0.41652919516327613,26,3238,3098,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1406 6980  387  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",1009
262,0.41592924212441507,14,1406,1786,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980  387  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",927
263,0.42067852620429286,16,387,1263,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 1809  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",944
264,0.42143441310657503,29,1809,2019,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",987
265,0.42202174969522144,20,3010,2939,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7330 4009 4205 2099 2112  552 3353]",924
266,0.42131848011873096,33,7330,7259,"[2472 3087 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7259 4009 4205 2099 2112  552 3353]",926
267,0.4231119111947875,1,3087,3017,"[2472 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7259 4009 4205 2099 2112  552 3353]",936
268,0.4221213639136972,20,2939,3010,"[2472 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7259 4009 4205 2099 2112  552 3353]",920
269,0.4230789912340507,38,552,551,"[2472 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 2019  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",967
270,0.42277139495880073,29,2019,2156,"[2472 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",978
271,0.42262369107267883,0,2472,460,"[ 460 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 3010  912 4573 2212 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",937
272,0.4236243501788196,20,3010,2939,"[ 460 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1263  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",918
273,0.42007294521172756,16,1263,1478,"[ 460 3017 1613 3217 1044 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1478  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",923
274,0.4209947077367287,4,1044,1043,"[ 460 3017 1613 3217 1043 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1478  803 2691 3713 2939  912 4573 2212 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",951
275,0.42168905747480084,23,2212,2472,"[ 460 3017 1613 3217 1043 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1478  803 2691 3713 2939  912 4573 2472 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",910
276,0.4202977852698531,2,1613,1682,"[ 460 3017 1682 3217 1043 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1478  803 2691 3713 2939  912 4573 2472 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",908
277,0.42335492064050345,16,1478,1404,"[ 460 3017 1682 3217 1043 7111 1976 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404  803 2691 3713 2939  912 4573 2472 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",906
278,0.4233458141339166,6,1976,1977,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404  803 2691 3713 2939  912 4573 2472 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4205 2099 2112  551 3353]",912
279,0.423026127761992,35,4205,4133,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404  803 2691 3713 2939  912 4573 2472 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4133 2099 2112  551 3353]",963
280,0.4223465540091364,23,2472,1740,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404  803 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4009 4133 2099 2112  551 3353]",904
281,0.4207338693496637,34,4009,4150,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404  803 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4150 4133 2099 2112  551 3353]",915
282,0.41928431339706906,17,803,3674,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404 3674 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 4150 4133 2099 2112  551 3353]",893
283,0.42124100429791456,34,4150,3934,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 6980 1404 3674 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",896
284,0.4182156895159278,15,6980,2401,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437  962 3587
 1786 2401 1404 3674 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",877
285,0.41742860475550136,12,962,1172,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437 1172 3587
 1786 2401 1404 3674 2691 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",898
286,0.41821540229172016,18,2691,876,"[ 460 3017 1682 3217 1043 7111 1977 2640 2504 6329 6620 3437 1172 3587
 1786 2401 1404 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",933
287,0.4169345533708579,4,1043,1044,"[ 460 3017 1682 3217 1044 7111 1977 2640 2504 6329 6620 3437 1172 3587
 1786 2401 1404 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",948
288,0.4165342570045822,15,2401,2545,"[ 460 3017 1682 3217 1044 7111 1977 2640 2504 6329 6620 3437 1172 3587
 1786 2545 1404 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",959
289,0.41625192059853267,8,2504,6981,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 1404 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",924
290,0.4140843091786691,16,1404,2506,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2506 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 2099 2112  551 3353]",927
291,0.4158973430034619,36,2099,1334,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2506 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 1334 2112  551 3353]",948
292,0.4165875015443893,39,3353,1888,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2506 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 1334 2112  551 1888]",965
293,0.41717784455773727,38,551,621,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2506 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",993
294,0.4167876381808642,16,2506,2507,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 2156  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",977
295,0.4195615880452678,29,2156,3353,"[ 460 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",995
296,0.4207799557595461,0,460,2217,"[2217 3017 1682 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",989
297,0.4189585720706694,2,1682,1681,"[2217 3017 1681 3217 1044 7111 1977 2640 6981 6329 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",978
298,0.42101929395238824,9,6329,6543,"[2217 3017 1681 3217 1044 7111 1977 2640 6981 6543 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811 1235 1391 7259 3934 4133 1334 2112  621 1888]",1006
299,0.4205259531678486,31,1235,604,"[2217 3017 1681 3217 1044 7111 1977 2640 6981 6543 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7259 3934 4133 1334 2112  621 1888]",1007
300,0.4177456886821023,3,3217,3288,"[2217 3017 1681 3288 1044 7111 1977 2640 6981 6543 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7259 3934 4133 1334 2112  621 1888]",975
301,0.4168876396062145,33,7259,7403,"[2217 3017 1681 3288 1044 7111 1977 2640 6981 6543 6620 3437 1172 3587
 1786 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7403 3934 4133 1334 2112  621 1888]",982
302,0.41668193931961944,14,1786,1928,"[2217 3017 1681 3288 1044 7111 1977 2640 6981 6543 6620 3437 1172 3587
 1928 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7403 3934 4133 1334 2112  621 1888]",993
303,0.4150821487235832,7,2640,2566,"[2217 3017 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1928 2545 2507 3674  876 3713 2939  912 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7403 3934 4133 1334 2112  621 1888]",1004
304,0.4142116619575893,21,912,843,"[2217 3017 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1928 2545 2507 3674  876 3713 2939  843 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7403 3934 4133 1334 2112  621 1888]",1016
305,0.41393179566703786,14,1928,1235,"[2217 3017 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3713 2939  843 4573 1740 5978 2588 3098  452
 3953 3353  811  604 1391 7403 3934 4133 1334 2112  621 1888]",999
306,0.4143379391444463,30,811,5406,"[2217 3017 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3713 2939  843 4573 1740 5978 2588 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",959
307,0.41437793959004593,1,3017,3016,"[2217 3016 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3713 2939  843 4573 1740 5978 2588 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",920
308,0.4144240005140389,19,3713,3784,"[2217 3016 1681 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3784 2939  843 4573 1740 5978 2588 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",914
309,0.416880477628975,2,1681,1470,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3784 2939  843 4573 1740 5978 2588 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",907
310,0.41642331522221365,25,2588,2447,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3784 2939  843 4573 1740 5978 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",941
311,0.4178531903348376,24,5978,6047,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1235 2545 2507 3674  876 3784 2939  843 4573 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",934
312,0.41745494243856407,14,1235,1856,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1856 2545 2507 3674  876 3784 2939  843 4573 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",927
313,0.41734815515522317,15,2545,1235,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3784 2939  843 4573 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",974
314,0.4169912107001681,22,4573,4435,"[2217 3016 1470 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3784 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",994
315,0.4183762636309335,2,1470,1613,"[2217 3016 1613 3288 1044 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3784 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",952
316,0.41976618860380177,4,1044,1042,"[2217 3016 1613 3288 1042 7111 1977 2566 6981 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3784 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",962
317,0.4194996292081882,8,6981,6909,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3784 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",946
318,0.4187468476879447,19,3784,3715,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2507 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",946
319,0.4166588163585188,16,2507,2365,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2112  621 1888]",985
320,0.41544952876407043,37,2112,2182,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7403 3934 4133 1334 2182  621 1888]",978
321,0.41805337328403414,33,7403,7260,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7260 3934 4133 1334 2182  621 1888]",933
322,0.42008474046597133,36,1334,1049,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7260 3934 4133 1049 2182  621 1888]",948
323,0.4175760610516236,36,1049,1265,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 5406  604 1391 7260 3934 4133 1265 2182  621 1888]",948
324,0.4202017733030006,30,5406,2402,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  843 4435 1740 6047 2447 3098  452
 3953 3353 2402  604 1391 7260 3934 4133 1265 2182  621 1888]",982
325,0.41943129899333503,21,843,2763,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939 2763 4435 1740 6047 2447 3098  452
 3953 3353 2402  604 1391 7260 3934 4133 1265 2182  621 1888]",968
326,0.41928401914478786,33,7260,7331,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939 2763 4435 1740 6047 2447 3098  452
 3953 3353 2402  604 1391 7331 3934 4133 1265 2182  621 1888]",936
327,0.4205745573785171,21,2763,841,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  452
 3953 3353 2402  604 1391 7331 3934 4133 1265 2182  621 1888]",968
328,0.41914330479015305,27,452,597,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  604 1391 7331 3934 4133 1265 2182  621 1888]",972
329,0.4199067940743818,37,2182,2112,"[2217 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  604 1391 7331 3934 4133 1265 2112  621 1888]",992
330,0.4195971179695521,0,2217,2643,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 1235 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  604 1391 7331 3934 4133 1265 2112  621 1888]",974
331,0.41812941688339633,15,1235,2691,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  604 1391 7331 3934 4133 1265 2112  621 1888]",990
332,0.41791542170844015,31,604,747,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1391 7331 3934 4133 1265 2112  621 1888]",978
333,0.41908714083344667,32,1391,1393,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1393 7331 3934 4133 1265 2112  621 1888]",950
334,0.41884260771695836,33,7331,7330,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1393 7330 3934 4133 1265 2112  621 1888]",959
335,0.4199623527326242,32,1393,1321,"[2643 3016 1613 3288 1042 7111 1977 2566 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1321 7330 3934 4133 1265 2112  621 1888]",951
336,0.4212169470282016,7,2566,2284,"[2643 3016 1613 3288 1042 7111 1977 2284 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1321 7330 3934 4133 1265 2112  621 1888]",953
337,0.41735667621364975,2,1613,1753,"[2643 3016 1753 3288 1042 7111 1977 2284 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 2402  747 1321 7330 3934 4133 1265 2112  621 1888]",958
338,0.4163864634060944,30,2402,1442,"[2643 3016 1753 3288 1042 7111 1977 2284 6909 6543 6620 3437 1172 3587
 1856 2691 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",952
339,0.41664162817469497,15,2691,2403,"[2643 3016 1753 3288 1042 7111 1977 2284 6909 6543 6620 3437 1172 3587
 1856 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",974
340,0.4170083003685331,14,1856,1858,"[2643 3016 1753 3288 1042 7111 1977 2284 6909 6543 6620 3437 1172 3587
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",937
341,0.4167594698981477,7,2284,2353,"[2643 3016 1753 3288 1042 7111 1977 2353 6909 6543 6620 3437 1172 3587
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",930
342,0.41591074060566546,12,1172,1169,"[2643 3016 1753 3288 1042 7111 1977 2353 6909 6543 6620 3437 1169 3587
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",941
343,0.4171427407017071,13,3587,3519,"[2643 3016 1753 3288 1042 7111 1977 2353 6909 6543 6620 3437 1169 3519
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",960
344,0.4161427592608217,8,6909,3942,"[2643 3016 1753 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6047 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",928
345,0.41600692518330923,24,6047,6980,"[2643 3016 1753 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1265 2112  621 1888]",958
346,0.4200465625694848,36,1265,1263,"[2643 3016 1753 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 2403 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1263 2112  621 1888]",977
347,0.4232459119024379,15,2403,6118,"[2643 3016 1753 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 6118 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 4133 1263 2112  621 1888]",989
348,0.422989191271534,35,4133,2689,"[2643 3016 1753 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 6118 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 2689 1263 2112  621 1888]",1033
349,0.42450652884592677,2,1753,1542,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 1858 6118 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 2689 1263 2112  621 1888]",958
350,0.42421877920434065,14,1858,4134,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 4134 6118 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1442  747 1321 7330 3934 2689 1263 2112  621 1888]",973
351,0.4254262804529654,30,1442,1859,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 4134 6118 2365 3674  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",946
352,0.4260472093520545,17,3674,377,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3519
 4134 6118 2365  377  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",962
353,0.4252809820358296,13,3519,3518,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3518
 4134 6118 2365  377  876 3715 2939  841 4435 1740 6980 2447 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",968
354,0.42606184897926036,20,2939,2937,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3518
 4134 6118 2365  377  876 3715 2937  841 4435 1740 6980 2447 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",962
355,0.4265309760123301,14,4134,4205,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3518
 4205 6118 2365  377  876 3715 2937  841 4435 1740 6980 2447 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",1033
356,0.4272645301183032,25,2447,2516,"[2643 3016 1542 3288 1042 7111 1977 2353 3942 6543 6620 3437 1169 3518
 4205 6118 2365  377  876 3715 2937  841 4435 1740 6980 2516 3098  597
 3953 3353 1859  747 1321 7330 3934 2689 1263 2112  621 1888]",1012
