layout,fitness
"[3034 4671 6323 1066 2854 2794  305 1084 1968 4001 1656 5789 5871 7527
 3840 2363 6644 2061 2567 2788 5128 5960 3691  558 6836 3785 3245 5995
 5656 7575 1909  802 1072 4086 6554 6632 1673 4202 5082 1841]",0.17526712839926167
"[6031 5499  886 5101 2240 5111 3109 2051 6333 1648 5509 4087 3601 5104
 7192 1566 3466 3652 2638 2139 4280 5071 3917 4551 1506  243 1159 4190
 6329 6551 5439 1096 1486 2234 4365 1535 5536 3465  472 4346]",0.19935958907900347
"[5175 5269 7168 2096 2833 4929 5274  829  557 1318 7118 4193 7335 6303
 4538 7093 2089  767 4805 4520 6094 6720 1431 4946 1134  418 2017 6706
 1335 5860  591 1314 6741 2740 4508 2035 4413  935 3384 5051]",0.18938519715153052
"[3412 1636 2820 4351 5505 6490 4362 3269  454 1601 4090 4785 5113 7258
 3368 5920 5436 4632 6848 6804 1362 5819 6950 4440 6333 6186 2059 2630
 5599 3015 1162 4409  862  406 6597 2758  943 1182  107 3160]",0.18669616016903745
"[4237 1023 4234 4375 5533 2023 6900 1003 6817 5200 5565 5387  851 2523
 3178 3342 4281   33 2991 1925 7392 1810 4030 1899 2731 2158 5649 3373
  185 2837 7338 5408 5498 1771 4591 2857 6494 2856 4065 5104]",0.18205858216549622
"[7518 1715 6748 5707 1226 4389 2107 6647 5727 3186 6286 5757 5517 1742
 4817  296 3755 4934  645  292 3639 3312 3458 6410 1285 1449 7088 3444
 3807 1777 7152 3685 2100 1926 2855 7355 1789 4670 6886 6271]",0.14902080220111036
"[ 404 4001 1848 2132 4663  116  395 4828 7554 5249 5110 4470 6968 6052
 7009 2689 7173 4992 5967 2708 4208 6949 7413 4578 3873 4814 7280   21
 1086 6697 2408 4094 3663 6352 1497 5791 5037  478 1353 4909]",0.14108950458449562
"[6024  683  139 7588  966 5894  852 5762 6423 6575 4066 7542 1502 6913
  489 5712 1783 1359   94 4675    1 2058 5916 6074 4877 2878  235 6107
 3521 2371 6510  594 4549  116 4626 2328 2271 2375 1215 3652]",0.17010487802666965
"[3500 2788 5047  802  373 3784 5480 7255 1039 3583 1769 6830 1605 4178
 3955 3681 7558 1012 6888  671  641 7346 7116 4280 2700 2104 1893 3344
 1124 2477 3990 2674 6915 2779 2583  986 4036 4582 4940 2530]",0.21770239694878174
"[2837  804  569  818 1040 5824 2783 6925 4460  724 1765 3636 1467 5907
  134 4337 7096  264 2878 5340 4381 1497 7170  888 4855  690 5846  136
 4290 3758 3430 2925 6374 5498 1010 5596 6530  943 3570 5008]",0.17886047387990617
"[3778 1474 2648 3620 2624 2388 4962 7088 2347  691 3729 2955 4155 4934
 4088 1101 3487 6679 4578 2189 1082 4048 4581 2857 5788 1102  568 1490
 3908 2312 5446 1443  560 4664 5847 1167 6304 5967 1737 5833]",0.182698706250708
"[ 213 5322 3022 4995 4830  200  255 2959 4175 5056 3939 6256  775 2409
 5058  326 2578 4656 5108 3210 6766  451 6392 3157 6289 7547 1049 5593
 6200 7443 1536 4623 3578 7131 4908 5783 5733 3039 2615 1351]",0.19557607552117728
"[6840 2995 7135 2462 5701 4229 6461 2769 1387 1356 4024  887 1840 5136
 3288 5126 2739 1630 4300 2841 5457 6314  439 6323  161 6220 6672 6453
 5195 3758   73 2191 4012 1426 2691 4523 7532 6910   80 6784]",0.1352380614125975
"[7182 3475 6911 2018 5236 6191 6000 1687 4663 4639  111 2056 3440 5562
 1081 7221 5342 7307 1714 5573 4020 1477 4478  437 3619 4977 2168 5396
  438 4837 2160 4960 6679  316 3242 6694 2244 6537 6851 2207]",0.16160894654260702
"[1018 7294 3759 7224  420 7249 5918 4382 1532  583 6227  462 4377 7569
 4750 7195 7158 7502  366 6681 5234 2039 5937 6022 7350 2234 7111 1600
 5248 3469 1134  424 3555 2564 1812 2573 5862 7382 3941 5705]",0.15762404848121175
"[3832 4546 2695 2619 3672 1239 4716 3662  637 6278 3935 4923 3928 6169
  568 2091 6109 3881 2653 1985 4983 2014  361 1036  295 6806 2121 3565
 2644  753 3601 4103 5240 5155  652 7287 1181 7206 6529 3835]",0.18457440904217187
"[1416  295 4886 5990 4509 6511 6143 1774 3637 2674 1091 5284 3480 6017
 4961 7513  928 7370 4380 1533 5624 5555 1436 6867 3914 2491 4666 6324
 4098 2532 1900 3892 4596 4613 7099 6644 4334 5958 5723 4966]",0.11509358510086354
"[   6 6592 2602 6783 3079 1033 1635 4535 4405 6963 6817 6822 4417 1468
 1285 5693  451 5716  868 1394 6682 6973 3790 3620 2677 4421 5260 2073
 6696 2687 5508 6624 1235 7204 4658 5215 2782 4438  939 4819]",0.1831343485112399
"[7141  519 4126 2702 6272 6214  928 5335  845 2247 5466 4016 4944 3336
   77  199   10 2377 1289  363  564 2880 1794 3619 2808 1738 2387  377
 4747 3833 2895 1954 3632 4991 7477 1313  697 2352 1069 5296]",0.15794921607432735
"[2712 4360 3831 3157 6365 4174 3801  457 5853 6087 1202  780 2351 4381
 5401  508 2690 4483  543 2876 6587 6752  773 3476 2656 2747 5494 5241
 4701  240 4630 5479 3864 4211  713 5606 2607 3684 6060 4810]",0.17804820863525922
"[4241 6083 6528 2211  810 6619 3797 3686 1864 3582 6164 2601 5652 5714
 1681 7175 2676 6462 4131 6017 6900 1671 4110 3179 1980 1265 3919 5900
 5588 1356  623 3132 5526 4915 1449 3326 5503 3750 5145 4441]",0.1927220397303341
"[4392 5616 4068 3316  574 6025 6322  529 2581   17 6389 7021 3832 4872
 7446 7244 4924 6255 7180 3803 1363 2617 2746 2901 5097 4452 7217 5101
 4237 2814  313 3603 5028 1072 1053 1767 6061 4826 2184 4020]",0.13519154624617927
