Time_s,Best_fitness
119.53311276435852,0.39712031940710685
243.87094402313232,0.4049317730682603
350.8885078430176,0.4167839921897368
420.8487198352814,0.41823945299422727
487.518394947052,0.42074105856179167
553.912603855133,0.42303959479689174
616.152997970581,0.42560288341482866
677.9436857700348,0.42681936900896633
741.2869617938995,0.4274410470043295
801.0860590934753,0.4274410470043295
864.9468417167664,0.4299153431506353
927.7471358776093,0.43104960757796706
986.0187759399414,0.4315138792786113
1045.5232100486755,0.4324170631436588
1102.993740081787,0.43302310527274085
1164.6071968078613,0.43464336472869375
1226.0077698230743,0.43464336472869375
1281.520469903946,0.43464336472869375
1341.2372138500214,0.43589751332107585
1395.605026960373,0.43589751332107585
1453.386650800705,0.43589751332107585
1514.6312499046326,0.4371836306647171
1576.3040828704834,0.4371836306647171
1634.0085759162903,0.4376377021340526
1697.5923178195953,0.4377855690816406
1755.8268418312073,0.43784909539948824
1818.6069118976593,0.439178643759625
1872.718288898468,0.439178643759625
1938.872841835022,0.43946794633802366
1999.8495528697968,0.4402597710970365
2060.334070920944,0.4428692691794491
2120.652895927429,0.4428692691794491
2180.122964859009,0.4428692691794491
2242.31396985054,0.4428692691794491
2304.438456058502,0.4428692691794491
2366.9798369407654,0.44334885963404486
2430.8614757061005,0.44334885963404486
2495.019762992859,0.44334885963404486
2553.312289953232,0.44334885963404486
2610.300621986389,0.44334885963404486
2669.8194818496704,0.44334885963404486
2731.4276390075684,0.44334885963404486
2794.3093359470367,0.443448356243758
2852.176192998886,0.443448356243758
2911.4354758262634,0.443448356243758
2970.027748823166,0.44377653467183215
3028.40598487854,0.44377653467183215
3090.34379696846,0.4442144737614395
3151.526256799698,0.4447176440007852
3208.9517030715942,0.4447176440007852
3270.5386900901794,0.4447176440007852
3333.920325756073,0.4447176440007852
3394.4896688461304,0.4447176440007852
3454.5089559555054,0.4447176440007852
3512.8267028331757,0.4455287899998319
3567.4755189418793,0.4455287899998319
3625.375272989273,0.4455287899998319
3679.3959658145905,0.4455495611001269
3740.1119318008423,0.4455495611001269
3799.931578874588,0.4455495611001269
3863.5967338085175,0.4455495611001269
3925.5148737430573,0.44616689846286284
3981.6493418216705,0.4461840409628117
4038.1567590236664,0.4461840409628117
4097.809661865234,0.4461840409628117
4150.149407863617,0.4461840409628117
4210.356777906418,0.4461840409628117
4271.304654121399,0.4461840409628117
4327.738039016724,0.4461840409628117
4389.245979785919,0.4461840409628117
4452.349229097366,0.4461840409628117
4516.823992013931,0.4461840409628117
4573.228214025497,0.4462689328888646
4634.604306936264,0.4462689328888646
4693.710114955902,0.4462902743154554
4748.326660871506,0.4462902743154554
4808.045680761337,0.4463253205613563
4865.828475952148,0.4463253205613563
4925.040367841721,0.4466050947964666
4986.305550813675,0.4466050947964666
