iter,fitness,moved_station,old_cell,new_cell,layout,allowed_count
239,0.34503047842894424,36,2867,2172,"[ 822 1406 2945  522 6618 1242 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
  486 4294 2602 1542 3714 4407 3138 2333 2172 7329 3439 7037]",890
240,0.3552701758012117,31,1542,2938,"[ 822 1406 2945  522 6618 1242 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
  486 4294 2602 2938 3714 4407 3138 2333 2172 7329 3439 7037]",857
241,0.35403653260529533,5,1242,622,"[ 822 1406 2945  522 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
  486 4294 2602 2938 3714 4407 3138 2333 2172 7329 3439 7037]",883
242,0.3487018193575429,37,7329,1227,"[ 822 1406 2945  522 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
  486 4294 2602 2938 3714 4407 3138 2333 2172 1227 3439 7037]",884
243,0.3560876060709462,28,486,3517,"[ 822 1406 2945  522 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4294 2602 2938 3714 4407 3138 2333 2172 1227 3439 7037]",849
244,0.3502553088736647,3,522,1685,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4294 2602 2938 3714 4407 3138 2333 2172 1227 3439 7037]",877
245,0.3459675542219646,36,2172,2641,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4294 2602 2938 3714 4407 3138 2333 2641 1227 3439 7037]",909
246,0.35099735095930745,30,2602,1737,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4294 1737 2938 3714 4407 3138 2333 2641 1227 3439 7037]",971
247,0.3523377682947626,29,4294,4290,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2938 3714 4407 3138 2333 2641 1227 3439 7037]",959
248,0.3515533559758818,35,2333,1313,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2938 3714 4407 3138 1313 2641 1227 3439 7037]",904
249,0.34539157339517595,31,2938,2028,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
 2212 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2028 3714 4407 3138 1313 2641 1227 3439 7037]",903
250,0.34307520584522205,14,2212,802,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
  802 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2028 3714 4407 3138 1313 2641 1227 3439 7037]",895
251,0.33897191642680025,38,3439,7044,"[ 822 1406 2945 1685 6618  622 2254  811 2684 7051 1391 6048 5475 3675
  802 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2028 3714 4407 3138 1313 2641 1227 7044 7037]",903
252,0.3390785322237764,5,622,2867,"[ 822 1406 2945 1685 6618 2867 2254  811 2684 7051 1391 6048 5475 3675
  802 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 4290 1737 2028 3714 4407 3138 1313 2641 1227 7044 7037]",935
253,0.3350439715875744,29,4290,3940,"[ 822 1406 2945 1685 6618 2867 2254  811 2684 7051 1391 6048 5475 3675
  802 2790 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 1227 7044 7037]",991
254,0.34126329627522745,15,2790,3292,"[ 822 1406 2945 1685 6618 2867 2254  811 2684 7051 1391 6048 5475 3675
  802 3292 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 1227 7044 7037]",950
255,0.34831148821444047,37,1227,4219,"[ 822 1406 2945 1685 6618 2867 2254  811 2684 7051 1391 6048 5475 3675
  802 3292 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 4219 7044 7037]",936
256,0.33985620426288643,37,4219,2455,"[ 822 1406 2945 1685 6618 2867 2254  811 2684 7051 1391 6048 5475 3675
  802 3292 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 2455 7044 7037]",936
257,0.33767209474420856,5,2867,6612,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3292 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 2455 7044 7037]",903
258,0.33863239144886814,15,3292,3439,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714 4407 3138 1313 2641 2455 7044 7037]",948
259,0.33862398078796474,33,4407,545,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714  545 3138 1313 2641 2455 7044 7037]",977
260,0.33969029418055263,38,7044,4505,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714  545 3138 1313 2641 2455 4505 7037]",950
261,0.3413251214431485,35,1313,1161,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 4231 1907  981
 3517 3940 1737 2028 3714  545 3138 1161 2641 2455 4505 7037]",916
262,0.3561119740826384,25,4231,3010,"[ 822 1406 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907  981
 3517 3940 1737 2028 3714  545 3138 1161 2641 2455 4505 7037]",919
263,0.35371051007275595,1,1406,248,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907  981
 3517 3940 1737 2028 3714  545 3138 1161 2641 2455 4505 7037]",889
264,0.34989056296446513,27,981,1964,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 3517 3940 1737 2028 3714  545 3138 1161 2641 2455 4505 7037]",905
265,0.3497595834631705,28,3517,1195,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195 3940 1737 2028 3714  545 3138 1161 2641 2455 4505 7037]",902
266,0.3522350851070817,33,545,2213,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 5475 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195 3940 1737 2028 3714 2213 3138 1161 2641 2455 4505 7037]",909
267,0.3547012631588585,12,5475,1171,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 4141 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195 3940 1737 2028 3714 2213 3138 1161 2641 2455 4505 7037]",918
268,0.3536803346156643,17,4141,7256,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195 3940 1737 2028 3714 2213 3138 1161 2641 2455 4505 7037]",962
269,0.3506672230132017,29,3940,484,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 2028 3714 2213 3138 1161 2641 2455 4505 7037]",997
270,0.3479715767076855,31,2028,6625,"[ 822  248 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 1161 2641 2455 4505 7037]",946
271,0.34896700870799535,1,248,2550,"[ 822 2550 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 1161 2641 2455 4505 7037]",949
272,0.3525917152132903,35,1161,4145,"[ 822 2550 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 4145 2641 2455 4505 7037]",924
273,0.3500270089125993,1,2550,6252,"[ 822 6252 2945 1685 6618 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 4145 2641 2455 4505 7037]",935
274,0.35555577643370406,4,6618,3873,"[ 822 6252 2945 1685 3873 6612 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 4145 2641 2455 4505 7037]",942
275,0.35293561973985804,5,6612,406,"[ 822 6252 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 1907 1964
 1195  484 1737 6625 3714 2213 3138 4145 2641 2455 4505 7037]",894
276,0.35795558876725875,26,1907,6688,"[ 822 6252 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 6625 3714 2213 3138 4145 2641 2455 4505 7037]",902
277,0.3591281680252006,34,3138,1835,"[ 822 6252 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 6625 3714 2213 1835 4145 2641 2455 4505 7037]",907
278,0.3600699334384221,1,6252,1307,"[ 822 1307 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 6625 3714 2213 1835 4145 2641 2455 4505 7037]",881
279,0.3574778467338,34,1835,1885,"[ 822 1307 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 6625 3714 2213 1885 4145 2641 2455 4505 7037]",903
280,0.35619946109889933,31,6625,4640,"[ 822 1307 2945 1685 3873  406 2254  811 2684 7051 1391 6048 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4505 7037]",929
281,0.353109481725142,11,6048,382,"[ 822 1307 2945 1685 3873  406 2254  811 2684 7051 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6688 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4505 7037]",971
282,0.3374953999050313,26,6688,248,"[ 822 1307 2945 1685 3873  406 2254  811 2684 7051 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010  248 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4505 7037]",1005
283,0.3240559136463129,6,2254,4234,"[ 822 1307 2945 1685 3873  406 4234  811 2684 7051 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010  248 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4505 7037]",1020
284,0.3158308745907275,2,2945,6334,"[ 822 1307 6334 1685 3873  406 4234  811 2684 7051 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010  248 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4505 7037]",1016
285,0.310349127034644,38,4505,4509,"[ 822 1307 6334 1685 3873  406 4234  811 2684 7051 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010  248 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4509 7037]",941
286,0.30011886062045695,9,7051,1802,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010  248 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4509 7037]",962
287,0.30469312860662745,26,248,6910,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6910 1964
 1195  484 1737 4640 3714 2213 1885 4145 2641 2455 4509 7037]",982
288,0.30438280653449057,32,3714,3785,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6910 1964
 1195  484 1737 4640 3785 2213 1885 4145 2641 2455 4509 7037]",985
289,0.30096373738020216,33,2213,4210,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6910 1964
 1195  484 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",973
290,0.2990454441567184,27,1964,1691,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 3704 2367 1043  916 3739 3238 1796 3010 6910 1691
 1195  484 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",979
291,0.30091320979853564,18,3704,2104,"[ 822 1307 6334 1685 3873  406 4234  811 2684 1802 1391  382 1171 3675
  802 3439 2376 7256 2104 2367 1043  916 3739 3238 1796 3010 6910 1691
 1195  484 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1041
292,0.3070047460322741,8,2684,2946,"[ 822 1307 6334 1685 3873  406 4234  811 2946 1802 1391  382 1171 3675
  802 3439 2376 7256 2104 2367 1043  916 3739 3238 1796 3010 6910 1691
 1195  484 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1114
293,0.3176021017143678,21,916,3217,"[ 822 1307 6334 1685 3873  406 4234  811 2946 1802 1391  382 1171 3675
  802 3439 2376 7256 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195  484 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1095
294,0.3156261893022124,29,484,5125,"[ 822 1307 6334 1685 3873  406 4234  811 2946 1802 1391  382 1171 3675
  802 3439 2376 7256 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195 5125 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1097
295,0.3109757868425033,17,7256,4409,"[ 822 1307 6334 1685 3873  406 4234  811 2946 1802 1391  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195 5125 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1073
296,0.3242821501744312,6,4234,2117,"[ 822 1307 6334 1685 3873  406 2117  811 2946 1802 1391  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195 5125 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",1014
297,0.32594301879165183,0,822,5834,"[5834 1307 6334 1685 3873  406 2117  811 2946 1802 1391  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195 5125 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",992
298,0.32445608124454506,10,1391,7401,"[5834 1307 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195 5125 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",969
299,0.32604009276810486,29,5125,630,"[5834 1307 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 1796 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",991
300,0.3259887878925541,24,1796,3034,"[5834 1307 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",983
301,0.3358343846852351,0,5834,6759,"[6759 1307 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",968
302,0.3402487974908215,1,1307,3137,"[6759 3137 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439 2376 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",968
303,0.33191020788980186,16,2376,893,"[6759 3137 6334 1685 3873  406 2117  811 2946 1802 7401  382 1171 3675
  802 3439  893 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",961
304,0.3232278886676678,6,2117,1534,"[6759 3137 6334 1685 3873  406 1534  811 2946 1802 7401  382 1171 3675
  802 3439  893 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",973
305,0.3154942474943444,15,3439,2352,"[6759 3137 6334 1685 3873  406 1534  811 2946 1802 7401  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 7037]",993
306,0.32016257916422597,39,7037,3654,"[6759 3137 6334 1685 3873  406 1534  811 2946 1802 7401  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 3654]",1006
307,0.3286316732222449,10,7401,2516,"[6759 3137 6334 1685 3873  406 1534  811 2946 1802 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 3010 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 3654]",1002
308,0.3225263481918047,25,3010,1929,"[6759 3137 6334 1685 3873  406 1534  811 2946 1802 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 1929 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 3654]",987
309,0.33291763867649615,9,1802,2189,"[6759 3137 6334 1685 3873  406 1534  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 1929 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 2455 4509 3654]",993
310,0.34313856728438347,37,2455,3152,"[6759 3137 6334 1685 3873  406 1534  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3217 3739 3238 3034 1929 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 3152 4509 3654]",964
311,0.33852585417013453,21,3217,3708,"[6759 3137 6334 1685 3873  406 1534  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3708 3739 3238 3034 1929 6910 1691
 1195  630 1737 4640 3785 4210 1885 4145 2641 3152 4509 3654]",977
312,0.34179096742344056,27,1691,7330,"[6759 3137 6334 1685 3873  406 1534  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145 2641 3152 4509 3654]",946
313,0.33605510181044246,6,1534,2526,"[6759 3137 6334 1685 3873  406 2526  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145 2641 3152 4509 3654]",925
314,0.3383807691714075,5,406,1691,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145 2641 3152 4509 3654]",960
315,0.33878587067175225,36,2641,618,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 2104 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145  618 3152 4509 3654]",981
316,0.3378566138001438,18,2104,1391,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145  618 3152 4509 3654]",956
317,0.32557801920753526,37,3152,2290,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516  382 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145  618 2290 4509 3654]",988
318,0.322643632280294,11,382,2815,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516 2815 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 4640 3785 4210 1885 4145  618 2290 4509 3654]",982
319,0.3351535542304196,31,4640,3148,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516 2815 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 3034 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",1015
320,0.34832562592870614,24,3034,2181,"[6759 3137 6334 1685 3873 1691 2526  811 2946 2189 2516 2815 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 2181 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",976
321,0.34991515848467825,6,2526,1442,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 1171 3675
  802 2352  893 4409 1391 2367 1043 3708 3739 3238 2181 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",960
322,0.3523032477189454,16,893,2831,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 1171 3675
  802 2352 2831 4409 1391 2367 1043 3708 3739 3238 2181 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",923
323,0.341122457459286,24,2181,319,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 1171 3675
  802 2352 2831 4409 1391 2367 1043 3708 3739 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",901
324,0.3483457940722201,12,1171,2112,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
  802 2352 2831 4409 1391 2367 1043 3708 3739 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",890
325,0.3518158583917894,19,2367,1172,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
  802 2352 2831 4409 1391 1172 1043 3708 3739 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",892
326,0.35034243851974534,18,1391,2579,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
  802 2352 2831 4409 2579 1172 1043 3708 3739 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",887
327,0.34775870194941905,14,802,3107,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
 3107 2352 2831 4409 2579 1172 1043 3708 3739 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",914
328,0.34653069487748767,22,3739,2715,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
 3107 2352 2831 4409 2579 1172 1043 3708 2715 3238  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",906
329,0.3420620337944373,23,3238,1464,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
 3107 2352 2831 4409 2579 1172 1043 3708 2715 1464  319 1929 6910 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",949
330,0.34016760462307527,26,6910,5474,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3675
 3107 2352 2831 4409 2579 1172 1043 3708 2715 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",963
331,0.3451295377706047,13,3675,3237,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 3107 2352 2831 4409 2579 1172 1043 3708 2715 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",962
332,0.34599544487333195,21,3708,3886,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 3107 2352 2831 4409 2579 1172 1043 3886 2715 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",962
333,0.34518248898017095,21,3886,3667,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 3107 2352 2831 4409 2579 1172 1043 3667 2715 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",962
334,0.34710987579649755,14,3107,4713,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 4713 2352 2831 4409 2579 1172 1043 3667 2715 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",967
335,0.3479143162977595,22,2715,7052,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 4713 2352 2831 4409 2579 1172 1043 3667 7052 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 4145  618 2290 4509 3654]",936
336,0.3448027862446643,35,4145,2696,"[6759 3137 6334 1685 3873 1691 1442  811 2946 2189 2516 2815 2112 3237
 4713 2352 2831 4409 2579 1172 1043 3667 7052 1464  319 1929 5474 7330
 1195  630 1737 3148 3785 4210 1885 2696  618 2290 4509 3654]",923
