Time_s,Best_fitness_incidents
3932.3719968795776,0.3874882762519881
4509.230731964111,0.3874882762519881
5544.519884824753,0.3874882762519881
6470.28805398941,0.3874882762519881
7415.855452775955,0.3874882762519881
8512.480340957642,0.3874882762519881
9937.933138847351,0.3874882762519881
16511.085702896118,0.3874882762519881
18484.40848684311,0.3874882762519881
21960.698024988174,0.3874882762519881
25655.849947929382,0.3874882762519881
27604.028520822525,0.3874882762519881
30337.13986468315,0.3874882762519881
30502.180867671967,0.3874882762519881
30536.329540729523,0.3874882762519881
30562.166782855988,0.3874882762519881
30587.75696372986,0.3874882762519881
30626.61221575737,0.3874882762519881
30654.222081661224,0.3874882762519881
30681.015105724335,0.3874882762519881
30707.7371199131,0.3874882762519881
30734.48703479767,0.3874882762519881
30761.44315290451,0.3874882762519881
30788.41197681427,0.3874882762519881
30868.13903069496,0.3874882762519881
30898.357126951218,0.3874882762519881
30924.82677769661,0.3874882762519881
30965.438874721527,0.3874882762519881
30992.825357675552,0.3874882762519881
31020.28798699379,0.3874882762519881
31047.664368867874,0.3874882762519881
31075.03222489357,0.3874882762519881
31102.269212961197,0.3874882762519881
31129.38658261299,0.3874882762519881
31156.528993844986,0.3874882762519881
31183.417266845703,0.3874882762519881
31210.301788806915,0.3874882762519881
31250.739374876022,0.3874882762519881
31277.756458044052,0.3874882762519881
31304.85718679428,0.3874882762519881
31442.55188393593,0.3874882762519881
31470.303468704224,0.3874882762519881
31497.508606910706,0.3874882762519881
31524.608139038086,0.3874882762519881
31552.176674842834,0.3874882762519881
31579.83548974991,0.3874882762519881
31607.147817850113,0.3874882762519881
31647.765348911285,0.3874882762519881
31674.77825474739,0.3874882762519881
31701.94607591629,0.3874882762519881
31729.171234846115,0.3874882762519881
31756.480329990387,0.3874882762519881
31783.737911701202,0.3874882762519881
31810.91388273239,0.3874882762519881
31838.08976483345,0.3874882762519881
31865.128208875656,0.3874882762519881
31892.221205949783,0.3874882762519881
31932.86108803749,0.3874882762519881
31960.794202804565,0.3874882762519881
31988.275805950165,0.3874882762519881
32015.842977762222,0.3874882762519881
32043.20281600952,0.3874882762519881
32070.323814868927,0.3874882762519881
32097.545737981796,0.3874882762519881
32124.611514806747,0.3874882762519881
32151.613270759583,0.3874882762519881
32178.90513086319,0.3874882762519881
32219.21067595482,0.3874882762519881
32246.084533929825,0.3874882762519881
32273.784635782242,0.3874882762519881
32301.278445720673,0.3874882762519881
32328.658437728882,0.3874882762519881
32356.112728834152,0.3874882762519881
