Time_s,Best_fitness
287.1043448448181,0.3873671636670164
570.8568248748779,0.4069738989940884
859.2107532024384,0.4190275877099081
1103.716197013855,0.4264120127967071
1341.0125682353973,0.42852128995881644
1456.3441610336304,0.43130609550694826
1509.552311182022,0.43315361299522503
1552.5923819541931,0.43338776065846885
1590.6682481765747,0.4338873225992122
1626.26047706604,0.43401782987613585
1665.9852600097656,0.43401782987613585
1709.9934978485107,0.43401782987613585
1750.3339281082153,0.43401782987613585
1791.1165730953217,0.43401782987613585
1827.8822140693665,0.43401782987613585
1867.583534002304,0.43401782987613585
1904.9621300697327,0.43401782987613585
1942.1953151226044,0.43401782987613585
1981.6096451282501,0.43401782987613585
2026.1131501197815,0.43401782987613585
2071.5412681102753,0.43401782987613585
2110.5234529972076,0.43401782987613585
2147.1007239818573,0.43401782987613585
2183.5587799549103,0.43401782987613585
2223.002665042877,0.43401782987613585
2264.425197839737,0.43401782987613585
2304.7541539669037,0.43401782987613585
2343.9790999889374,0.43401782987613585
2381.223067045212,0.43401782987613585
2421.574189901352,0.43401782987613585
2460.315442085266,0.43401782987613585
2497.8768050670624,0.43401782987613585
2536.287201166153,0.43401782987613585
2572.618015050888,0.43401782987613585
2610.892816066742,0.43401782987613585
2650.142014026642,0.43401782987613585
2691.3981380462646,0.43401782987613585
2731.6964449882507,0.43401782987613585
2774.600471019745,0.43401782987613585
2814.5575890541077,0.43401782987613585
2853.2812161445618,0.43401782987613585
2892.5038769245148,0.43401782987613585
2931.218125104904,0.43401782987613585
2969.175285100937,0.43401782987613585
3006.31352519989,0.43401782987613585
3044.2886970043182,0.43401782987613585
3084.0287771224976,0.43401782987613585
3128.2623760700226,0.43401782987613585
3169.1122829914093,0.43401782987613585
3204.2372810840607,0.43401782987613585
3242.629096031189,0.43401782987613585
3281.349159002304,0.43401782987613585
3322.8947248458862,0.43401782987613585
3361.2556822299957,0.43401782987613585
3396.960277080536,0.43401782987613585
3431.923520088196,0.43401782987613585
3474.391841173172,0.43401782987613585
3510.7317321300507,0.43401782987613585
3552.1160910129547,0.43401782987613585
3590.8800320625305,0.43401782987613585
