iter,fitness,moved_station,old_cell,new_cell,layout
190,0.3131394273967294,9,2940,3082,"[ 817 1665  767 1746  975 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115 3305  404 4220]"
191,0.30716319525798963,37,3305,821,"[ 817 1665  767 1746  975 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115  821  404 4220]"
192,0.3105122733598777,16,2829,2575,"[ 817 1665  767 1746  975 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115  821  404 4220]"
193,0.31430693030881846,37,821,1171,"[ 817 1665  767 1746  975 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115 1171  404 4220]"
194,0.3036753424548755,20,7189,6053,"[ 817 1665  767 1746  975 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115 1171  404 4220]"
195,0.31188899167610656,4,975,7048,"[ 817 1665  767 1746 7048 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115 1171  404 4220]"
196,0.30965972481158305,2,767,1033,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 1479 1941 2115 1171  404 4220]"
197,0.30294022991472325,33,3076,6333,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 6333 1479 1941 2115 1171  404 4220]"
198,0.30471262990617964,33,6333,7323,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6688 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 7323 1479 1941 2115 1171  404 4220]"
199,0.2895033672151719,12,6688,4023,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 4023 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 7323 1479 1941 2115 1171  404 4220]"
200,0.28279992970054585,32,1321,3386,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 4023 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 3386 7323 1479 1941 2115 1171  404 4220]"
201,0.2830342430751855,24,2096,1324,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 4023 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 1324  389 1765 1194
 1897  810 2302  690 3386 7323 1479 1941 2115 1171  404 4220]"
202,0.2863237788263364,31,690,3076,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 4023 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3076 3386 7323 1479 1941 2115 1171  404 4220]"
203,0.28599889494811526,12,4023,6331,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6331 2949
 3491 2359 2575 3785 1441 3016 6053 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3076 3386 7323 1479 1941 2115 1171  404 4220]"
204,0.2890907799156588,20,6053,2665,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6331 2949
 3491 2359 2575 3785 1441 3016 2665 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3076 3386 7323 1479 1941 2115 1171  404 4220]"
205,0.28360245710154547,31,3076,3380,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6331 2949
 3491 2359 2575 3785 1441 3016 2665 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
206,0.28385565279975666,15,2359,2069,"[ 817 1665 1033 1746 7048 1037  481 2105 3066 3082 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
207,0.28466404661488154,2,1033,2758,"[ 817 1665 2758 1746 7048 1037  481 2105 3066 3082 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
208,0.2857371940275621,5,1037,2519,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 3082 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 1324  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
209,0.2815583074341461,24,1324,2180,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 3082 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
210,0.27803961117403597,9,3082,2289,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 2289 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897  810 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
211,0.27053194645798534,29,810,2293,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 2289 1404 4133 6331 2949
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
212,0.27277396662224057,13,2949,3432,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 2289 1404 4133 6331 3432
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
213,0.2833141618240769,9,2289,6831,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4133 6331 3432
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
214,0.28278881469984096,11,4133,4645,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1479 1941 2115 1171  404 4220]"
215,0.28495094141674604,34,1479,1731,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 3016 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1731 1941 2115 1171  404 4220]"
216,0.27899702109760444,19,3016,2935,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1731 1941 2115 1171  404 4220]"
217,0.281024843273853,38,404,3097,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 7323 1731 1941 2115 1171 3097 4220]"
218,0.2812343079293243,33,7323,3868,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 5905 3650 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
219,0.2807442251411736,22,3650,3154,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 5905 3154 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
220,0.2838006723189853,21,5905,1395,"[ 817 1665 2758 1746 7048 2519  481 2105 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 1395 3154 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
221,0.2831840146121114,7,2105,1046,"[ 817 1665 2758 1746 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 1395 3154 2638 2180  389 1765 1194
 1897 2293 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
222,0.28398247897594553,29,2293,3583,"[ 817 1665 2758 1746 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935 2665 1395 3154 2638 2180  389 1765 1194
 1897 3583 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
223,0.28607618153096637,20,2665,876,"[ 817 1665 2758 1746 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  876 1395 3154 2638 2180  389 1765 1194
 1897 3583 2302 3380 3386 3868 1731 1941 2115 1171 3097 4220]"
224,0.28538531415476426,34,1731,3101,"[ 817 1665 2758 1746 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  876 1395 3154 2638 2180  389 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 1171 3097 4220]"
225,0.288474586695908,25,389,3662,"[ 817 1665 2758 1746 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  876 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 1171 3097 4220]"
226,0.2820814815193785,3,1746,698,"[ 817 1665 2758  698 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  876 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 1171 3097 4220]"
227,0.2795872426877888,20,876,893,"[ 817 1665 2758  698 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 1171 3097 4220]"
228,0.2774567205123969,37,1171,7109,"[ 817 1665 2758  698 7048 2519  481 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 7109 3097 4220]"
229,0.28435630919802035,6,481,2803,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3386 3868 3101 1941 2115 7109 3097 4220]"
230,0.29116176552521955,32,3386,3791,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3791 3868 3101 1941 2115 7109 3097 4220]"
231,0.2934077930406355,39,4220,6621,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 3380 3791 3868 3101 1941 2115 7109 3097 6621]"
232,0.29503514709456624,31,3380,1310,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
 1897 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
233,0.2981762497507665,28,1897,668,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2638 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
234,0.29524746934155577,23,2638,2813,"[ 817 1665 2758  698 7048 2519 2803 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
235,0.29253878469712,6,2803,2728,"[ 817 1665 2758  698 7048 2519 2728 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
236,0.2863070625710507,6,2728,2782,"[ 817 1665 2758  698 7048 2519 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2935  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
237,0.2815048425609828,19,2935,2722,"[ 817 1665 2758  698 7048 2519 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 1441 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
238,0.2863337794299883,18,1441,3587,"[ 817 1665 2758  698 7048 2519 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2115 7109 3097 6621]"
239,0.28703361182690457,36,2115,2329,"[ 817 1665 2758  698 7048 2519 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 1310 3791 3868 3101 1941 2329 7109 3097 6621]"
240,0.29550402881077475,31,1310,2868,"[ 817 1665 2758  698 7048 2519 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 2868 3791 3868 3101 1941 2329 7109 3097 6621]"
241,0.28849295280577825,5,2519,915,"[ 817 1665 2758  698 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 2868 3791 3868 3101 1941 2329 7109 3097 6621]"
242,0.28878319346352427,37,7109,946,"[ 817 1665 2758  698 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
  668 3583 2302 2868 3791 3868 3101 1941 2329  946 3097 6621]"
243,0.2948879281591503,28,668,3017,"[ 817 1665 2758  698 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3583 2302 2868 3791 3868 3101 1941 2329  946 3097 6621]"
244,0.2991860315110316,3,698,2025,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3583 2302 2868 3791 3868 3101 1941 2329  946 3097 6621]"
245,0.3011686334454341,36,2329,3076,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3583 2302 2868 3791 3868 3101 1941 3076  946 3097 6621]"
246,0.2968278453793907,30,2302,1758,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3583 1758 2868 3791 3868 3101 1941 3076  946 3097 6621]"
247,0.29722761663195896,29,3583,3740,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 2868 3791 3868 3101 1941 3076  946 3097 6621]"
248,0.30013889354845136,35,1941,1461,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 2868 3791 3868 3101 1461 3076  946 3097 6621]"
249,0.29275165655237045,31,2868,1887,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
 3491 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 1887 3791 3868 3101 1461 3076  946 3097 6621]"
250,0.2949279357869886,14,3491,898,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
  898 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 1887 3791 3868 3101 1461 3076  946 3097 6621]"
251,0.2933940956396761,38,3097,6754,"[ 817 1665 2758 2025 7048  915 2782 1046 3066 6831 1404 4645 6331 3432
  898 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 1887 3791 3868 3101 1461 3076  946 6754 6621]"
252,0.2960530193083204,5,915,2260,"[ 817 1665 2758 2025 7048 2260 2782 1046 3066 6831 1404 4645 6331 3432
  898 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3740 1758 1887 3791 3868 3101 1461 3076  946 6754 6621]"
253,0.29628380732545473,29,3740,3507,"[ 817 1665 2758 2025 7048 2260 2782 1046 3066 6831 1404 4645 6331 3432
  898 2069 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076  946 6754 6621]"
254,0.3018815264815567,15,2069,2590,"[ 817 1665 2758 2025 7048 2260 2782 1046 3066 6831 1404 4645 6331 3432
  898 2590 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076  946 6754 6621]"
255,0.30046795360082984,37,946,3882,"[ 817 1665 2758 2025 7048 2260 2782 1046 3066 6831 1404 4645 6331 3432
  898 2590 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076 3882 6754 6621]"
256,0.30059153260392757,37,3882,2256,"[ 817 1665 2758 2025 7048 2260 2782 1046 3066 6831 1404 4645 6331 3432
  898 2590 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076 2256 6754 6621]"
257,0.2984951552041901,5,2260,7332,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 2590 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076 2256 6754 6621]"
258,0.29477290151486246,15,2590,3307,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791 3868 3101 1461 3076 2256 6754 6621]"
259,0.2964133208257198,33,3868,735,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791  735 3101 1461 3076 2256 6754 6621]"
260,0.29813357441949656,38,6754,4156,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791  735 3101 1461 3076 2256 4156 6621]"
261,0.2955247090644225,35,1461,772,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 3662 1765 1194
 3017 3507 1758 1887 3791  735 3101  772 3076 2256 4156 6621]"
262,0.30007953215456656,25,3662,2658,"[ 817 1665 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 1194
 3017 3507 1758 1887 3791  735 3101  772 3076 2256 4156 6621]"
263,0.29936684047643963,1,1665,334,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 1194
 3017 3507 1758 1887 3791  735 3101  772 3076 2256 4156 6621]"
264,0.3021320353560362,27,1194,2163,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 3017 3507 1758 1887 3791  735 3101  772 3076 2256 4156 6621]"
265,0.29388875106250734,28,3017,1605,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605 3507 1758 1887 3791  735 3101  772 3076 2256 4156 6621]"
266,0.291556457385867,33,735,2213,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 6331 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605 3507 1758 1887 3791 2213 3101  772 3076 2256 4156 6621]"
267,0.2944989325939378,12,6331,1530,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 3785 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605 3507 1758 1887 3791 2213 3101  772 3076 2256 4156 6621]"
268,0.292370580604305,17,3785,6194,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605 3507 1758 1887 3791 2213 3101  772 3076 2256 4156 6621]"
269,0.2917536844069052,29,3507,762,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 1887 3791 2213 3101  772 3076 2256 4156 6621]"
270,0.28899142371518094,31,1887,7326,"[ 817  334 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101  772 3076 2256 4156 6621]"
271,0.28962580587081244,1,334,1666,"[ 817 1666 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101  772 3076 2256 4156 6621]"
272,0.29091467536794174,35,772,4134,"[ 817 1666 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101 4134 3076 2256 4156 6621]"
273,0.28968182034072065,1,1666,7251,"[ 817 7251 2758 2025 7048 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101 4134 3076 2256 4156 6621]"
274,0.2877845115492496,4,7048,3386,"[ 817 7251 2758 2025 3386 7332 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101 4134 3076 2256 4156 6621]"
275,0.28847074185370203,5,7332,696,"[ 817 7251 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 1765 2163
 1605  762 1758 7326 3791 2213 3101 4134 3076 2256 4156 6621]"
276,0.2872713977966553,26,1765,6048,"[ 817 7251 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 7326 3791 2213 3101 4134 3076 2256 4156 6621]"
277,0.2881026075587948,34,3101,1400,"[ 817 7251 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 7326 3791 2213 1400 4134 3076 2256 4156 6621]"
278,0.2907872312779383,1,7251,1027,"[ 817 1027 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 7326 3791 2213 1400 4134 3076 2256 4156 6621]"
279,0.2913266448613912,34,1400,1313,"[ 817 1027 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 7326 3791 2213 1313 4134 3076 2256 4156 6621]"
280,0.2889524255611398,31,7326,6911,"[ 817 1027 2758 2025 3386  696 2782 1046 3066 6831 1404 4645 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4156 6621]"
281,0.28821902545674316,11,4645,457,"[ 817 1027 2758 2025 3386  696 2782 1046 3066 6831 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 6048 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4156 6621]"
282,0.2853418005800852,26,6048,268,"[ 817 1027 2758 2025 3386  696 2782 1046 3066 6831 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658  268 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4156 6621]"
283,0.2890789174001573,6,2782,3436,"[ 817 1027 2758 2025 3386  696 3436 1046 3066 6831 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658  268 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4156 6621]"
284,0.28757905583778043,2,2758,4337,"[ 817 1027 4337 2025 3386  696 3436 1046 3066 6831 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658  268 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4156 6621]"
285,0.28668271386853345,38,4156,4696,"[ 817 1027 4337 2025 3386  696 3436 1046 3066 6831 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658  268 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4696 6621]"
286,0.2772882849173794,9,6831,802,"[ 817 1027 4337 2025 3386  696 3436 1046 3066  802 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658  268 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4696 6621]"
287,0.28272791174133166,26,268,7041,"[ 817 1027 4337 2025 3386  696 3436 1046 3066  802 1404  457 1530 3432
  898 3307 2575 6194 3587 2722  893 1395 3154 2813 2180 2658 7041 2163
 1605  762 1758 6911 3791 2213 1313 4134 3076 2256 4696 6621]"
