iter,fitness,moved_station,old_cell,new_cell,layout
538,0.3027801275942249,5,735,3011,"[3227 6760  967 3025 1455 3011 4085 4419 2435  976 2638 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4133 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
539,0.3054948940684273,2,967,2287,"[3227 6760 2287 3025 1455 3011 4085 4419 2435  976 2638 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4133 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
540,0.30741577206858073,6,4085,7251,"[3227 6760 2287 3025 1455 3011 7251 4419 2435  976 2638 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4133 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
541,0.30747688749123536,10,2638,412,"[3227 6760 2287 3025 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4133 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
542,0.30058189806405594,0,3227,7191,"[7191 6760 2287 3025 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4133 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
543,0.2983352390534618,23,4133,883,"[7191 6760 2287 3025 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293  883 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
544,0.3019270053709319,23,883,4287,"[7191 6760 2287 3025 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
545,0.30724310114273823,3,3025,2586,"[7191 6760 2287 2586 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 1535 3654 1043 7329 2927]"
546,0.3001425901135162,35,1535,2763,"[7191 6760 2287 2586 1455 3011 7251 4419 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
547,0.3012230653247455,7,4419,664,"[7191 6760 2287 2586 1455 3011 7251  664 2435  976  412 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
548,0.3015814464168751,10,412,2709,"[7191 6760 2287 2586 1455 3011 7251  664 2435  976 2709 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
549,0.3037478473010904,5,3011,3012,"[7191 6760 2287 2586 1455 3012 7251  664 2435  976 2709 6268 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
550,0.30781726374535356,11,6268,3774,"[7191 6760 2287 2586 1455 3012 7251  664 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
551,0.30568639638189277,7,664,2613,"[7191 6760 2287 2586 1455 3012 7251 2613 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
552,0.3094006134030025,0,7191,1179,"[1179 6760 2287 2586 1455 3012 7251 2613 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 6120 2210 2763 3654 1043 7329 2927]"
553,0.3071604350195847,33,6120,1407,"[1179 6760 2287 2586 1455 3012 7251 2613 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 1407 2210 2763 3654 1043 7329 2927]"
554,0.3120583581278842,34,2210,3003,"[1179 6760 2287 2586 1455 3012 7251 2613 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
555,0.3132156920278935,7,2613,1856,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 4293 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
556,0.31399741360326605,22,4293,3280,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2049 3280 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
557,0.3067659204948799,21,2049,2598,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 3662 3446 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
558,0.30397810059007313,29,3446,3668,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 3662 3668 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
559,0.30773118759873913,28,3662,1974,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 1043 7329 2927]"
560,0.3087546760401216,39,2927,2651,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 1043 7329 2651]"
561,0.3068215009365224,37,1043,4014,"[1179 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
562,0.2998707153874815,0,1179,2331,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009 5264 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
563,0.3049562901222284,17,5264,741,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 4009  741 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
564,0.3072565209864928,16,4009,6047,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3362 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
565,0.30882898709569473,26,3362,3359,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  246 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
566,0.31066475344506916,15,246,960,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
  455  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
567,0.31475419538336646,14,455,1110,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
 1110  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 7329 2651]"
568,0.31207631521013907,38,7329,1326,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
 1110  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 3003 2763 3654 4014 1326 2651]"
569,0.3115351918031478,36,3654,6766,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
 1110  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 3003 2763 6766 4014 1326 2651]"
570,0.30750562891813427,34,3003,1443,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 1330
 1110  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
571,0.3074106008660755,13,1330,3569,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110  960 6047  741 3715 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
572,0.3091479802152973,18,3715,4573,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110  960 6047  741 4573 4095 2082 2598 3280 4287 2302  983 3359 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
573,0.30820570951681203,25,983,2931,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110  960 6047  741 4573 4095 2082 2598 3280 4287 2302 2931 3359 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
574,0.3143692766077118,15,960,3520,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  741 4573 4095 2082 2598 3280 4287 2302 2931 3359 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
575,0.31055743030021776,26,3359,3729,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  741 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3668 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
576,0.3188683957941677,29,3668,3008,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  741 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
577,0.30865657017164966,17,741,6257,"[2331 6760 2287 2586 1455 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047 6257 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
578,0.30666231317067233,4,1455,4206,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047 6257 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 2109 3721 1407 1443 2763 6766 4014 1326 2651]"
579,0.31435528405374435,34,1443,672,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047 6257 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 2109 3721 1407  672 2763 6766 4014 1326 2651]"
580,0.31194021931589955,31,2109,1099,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047 6257 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 1099 3721 1407  672 2763 6766 4014 1326 2651]"
581,0.3127744024333846,17,6257,402,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  402 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 3008 2451 1099 3721 1407  672 2763 6766 4014 1326 2651]"
582,0.30928569255038363,29,3008,7260,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  402 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 2651]"
583,0.3117627028572686,39,2651,3238,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 3520 6047  402 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
584,0.307733934694716,15,3520,4008,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 4008 6047  402 4573 4095 2082 2598 3280 4287 2302 2931 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
585,0.31003763401159856,25,2931,1666,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 4008 6047  402 4573 4095 2082 2598 3280 4287 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
586,0.3170500131948131,15,4008,2946,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 2946 6047  402 4573 4095 2082 2598 3280 4287 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
587,0.3170999396610884,22,3280,1963,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 2946 6047  402 4573 4095 2082 2598 1963 4287 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
588,0.32026663636176933,23,4287,3070,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 2946 6047  402 4573 4095 2082 2598 1963 3070 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
589,0.31746303190456593,23,3070,2235,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 2946 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 4014 1326 3238]"
590,0.32024964776865444,37,4014,1161,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3569
 1110 2946 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
591,0.31501140812311645,13,3569,2050,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 2050
 1110 2946 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
592,0.31012096217764146,15,2946,876,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 2050
 1110  876 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
593,0.32010339388657005,13,2050,3364,"[2331 6760 2287 2586 4206 3012 7251 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
594,0.31731823554682154,6,7251,1907,"[2331 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
595,0.3181533033791512,0,2331,1542,"[1542 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161 1326 3238]"
596,0.3166764723173607,38,1326,758,"[1542 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4573 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161  758 3238]"
597,0.30988763765326083,18,4573,4424,"[1542 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4424 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 2451 1099 3721 1407  672 2763 6766 1161  758 3238]"
598,0.3106075708778361,30,2451,1816,"[1542 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4424 4095 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
599,0.31017114496605513,19,4095,1384,"[1542 6760 2287 2586 4206 3012 1907 1856 2435  976 2709 3774 2808 3364
 1110  876 6047  402 4424 1384 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
600,0.309448910357021,8,2435,2958,"[1542 6760 2287 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402 4424 1384 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
601,0.3064212156226156,2,2287,1951,"[1542 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402 4424 1384 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
602,0.3120727016786129,18,4424,552,"[1542 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 1384 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
603,0.30710468219286297,0,1542,6825,"[6825 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 1384 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
604,0.3086563700712617,19,1384,3298,"[6825 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 3298 2082 2598 1963 2235 2302 1666 3729 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
605,0.3069880680726028,26,3729,1122,"[6825 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 3298 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
606,0.3066308802749406,19,3298,1828,"[6825 6760 1951 2586 4206 3012 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
607,0.30254891543718315,5,3012,3711,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 3774 2808 3364
 1110  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
608,0.30270668981931825,11,3774,4211,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
 1110  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 1816 1099 3721 1407  672 2763 6766 1161  758 3238]"
609,0.2990129116920174,30,1816,7178,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
 1110  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6766 1161  758 3238]"
610,0.2989633369144226,36,6766,6980,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
 1110  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6980 1161  758 3238]"
611,0.2962369913309609,14,1110,891,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6980 1161  758 3238]"
612,0.3042463228660225,38,758,1323,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6980 1161 1323 3238]"
613,0.31050387313138306,37,1161,3009,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 2808 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6980 3009 1323 3238]"
614,0.31110057782102807,12,2808,1037,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3721 1407  672 2763 6980 3009 1323 3238]"
615,0.30796803570344794,32,3721,3297,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 1407  672 2763 6980 3009 1323 3238]"
616,0.31103806874304,33,1407,3003,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 2082 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 3003  672 2763 6980 3009 1323 3238]"
617,0.30958731721811616,20,2082,1931,"[6825 6760 1951 2586 4206 3711 1907 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 3003  672 2763 6980 3009 1323 3238]"
618,0.3102097304748696,6,1907,1460,"[6825 6760 1951 2586 4206 3711 1460 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 3003  672 2763 6980 3009 1323 3238]"
619,0.3107726154451987,4,4206,3208,"[6825 6760 1951 2586 3208 3711 1460 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 3003  672 2763 6980 3009 1323 3238]"
620,0.30806045449599234,34,672,3704,"[6825 6760 1951 2586 3208 3711 1460 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 7260 7178 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
621,0.3059991336549695,29,7260,2318,"[6825 6760 1951 2586 3208 3711 1460 1856 2958  976 2709 4211 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 2318 7178 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
622,0.3083475162131436,11,4211,2435,"[6825 6760 1951 2586 3208 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 2318 7178 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
623,0.31337453973189555,4,3208,3936,"[6825 6760 1951 2586 3936 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 2318 7178 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
624,0.31592297699879024,30,7178,1544,"[6825 6760 1951 2586 3936 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2302 1666 1122 2172
 1974 2318 1544 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
625,0.31422037870073666,24,2302,953,"[6825 6760 1951 2586 3936 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235  953 1666 1122 2172
 1974 2318 1544 1099 3297 3003 3704 2763 6980 3009 1323 3238]"
626,0.31114893032614377,37,3009,4643,"[6825 6760 1951 2586 3936 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235  953 1666 1122 2172
 1974 2318 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
627,0.31249456437638895,29,2318,2158,"[6825 6760 1951 2586 3936 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235  953 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
628,0.3087151385321486,4,3936,4151,"[6825 6760 1951 2586 4151 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235  953 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
629,0.30876460658996224,24,953,2716,"[6825 6760 1951 2586 4151 3711 1460 1856 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
630,0.3146975048878755,7,1856,2868,"[6825 6760 1951 2586 4151 3711 1460 2868 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
631,0.3140023177150223,7,2868,3650,"[6825 6760 1951 2586 4151 3711 1460 3650 2958  976 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
632,0.3148140747030421,9,976,4135,"[6825 6760 1951 2586 4151 3711 1460 3650 2958 4135 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 1963 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
633,0.3154919789084505,22,1963,2152,"[6825 6760 1951 2586 4151 3711 1460 3650 2958 4135 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 2152 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 3704 2763 6980 4643 1323 3238]"
634,0.3223909035941299,34,3704,2938,"[6825 6760 1951 2586 4151 3711 1460 3650 2958 4135 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 2152 2235 2716 1666 1122 2172
 1974 2158 1544 1099 3297 3003 2938 2763 6980 4643 1323 3238]"
635,0.316982732036179,28,1974,1691,"[6825 6760 1951 2586 4151 3711 1460 3650 2958 4135 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 2152 2235 2716 1666 1122 2172
 1691 2158 1544 1099 3297 3003 2938 2763 6980 4643 1323 3238]"
636,0.3171250055597875,9,4135,1116,"[6825 6760 1951 2586 4151 3711 1460 3650 2958 1116 2709 2435 1037 3364
  891  876 6047  402  552 1828 1931 2598 2152 2235 2716 1666 1122 2172
 1691 2158 1544 1099 3297 3003 2938 2763 6980 4643 1323 3238]"
