iter,fitness,moved_station,old_cell,new_cell,layout,allowed_count
70,0.41044968342763116,4,1185,1326,"[2829 3016 4781 3284 1326 7330 2118 4013  810 2221 6901 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  619 5976]",1003
71,0.40967826199836527,10,6901,6831,"[2829 3016 4781 3284 1326 7330 2118 4013  810 2221 6831 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  619 5976]",984
72,0.41044075753162507,38,619,690,"[2829 3016 4781 3284 1326 7330 2118 4013  810 2221 6831 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  690 5976]",1024
73,0.41093989115932283,10,6831,6902,"[2829 3016 4781 3284 1326 7330 2118 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  690 5976]",993
74,0.41149029897333866,6,2118,2188,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  690 5976]",1033
75,0.4110014967120005,38,690,688,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 2395 3652 4575 2027 1969  688 5976]",1039
76,0.41267934693316155,33,2395,6908,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 7251
 4133  733 3811 6406 1461 6908 3652 4575 2027 1969  688 5976]",996
77,0.4119861707793689,27,7251,1690,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1263 2655 2285 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 1969  688 5976]",993
78,0.4106581431594438,21,1263,1193,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1193 2655 2285 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 1969  688 5976]",994
79,0.41047297156259277,23,2285,2424,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 1969  688 5976]",1023
80,0.4152187727112367,37,1969,2182,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 2783 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 2182  688 5976]",1006
81,0.41657545713723404,15,2783,7038,"[2829 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 2182  688 5976]",1007
82,0.4168084203726465,0,2829,2689,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 6908 3652 4575 2027 2182  688 5976]",1043
83,0.41566874980699986,33,6908,1858,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 1858 3652 4575 2027 2182  688 5976]",1003
84,0.41543070255035663,35,4575,7051,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1461 1858 3652 7051 2027 2182  688 5976]",982
85,0.414970789919996,32,1461,1320,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1320 1858 3652 7051 2027 2182  688 5976]",971
86,0.41439318138941805,32,1320,1178,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 2655 2424 2649 3166 4148 1690
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",971
